symptoms,condition,natural_remedy,medicine,advice
"lower back pain, tingling, shooting leg pain",Sciatica,turmeric milk; cold and heat therapy,gabapentin,Do regular stretching and avoid prolonged sitting.
"white patches, sore throat, headache, painful swallowing, fever, swollen lymph nodes",Strep Throat,honey lemon tea; saltwater gargle,amoxicillin,Finish antibiotics and replace your toothbrush after recovery.
"limited range of motion, pain worse with bending, stiffness, lower back pain, muscle spasms",Back Strain,Epsom salt bath; heat therapy,ibuprofen,Practice proper lifting techniques and perform core-strengthening exercises.
"increased appetite, weight loss, heat intolerance, tremor, palpitations",Hyperthyroidism,avoid caffeine,methimazole,Get regular thyroid tests and avoid excess iodine-rich food.
"nausea, headache, weakness, rapid pulse, heavy sweating",Heat Exhaustion,rest in shade,electrolyte solution,Move to a cool area and sip water or an electrolyte drink.
"fever, swollen lymph nodes, painful swallowing, white patches, sore throat, headache",Strep Throat,saltwater gargle; honey lemon tea,amoxicillin,Finish antibiotics and replace your toothbrush after recovery.
"high fever, nausea, severe headache, joint pain, rash, pain behind eyes",Dengue Fever,hydration; papaya leaf extract,acetaminophen,Rest under mosquito net and monitor for warning signs of severe dengue.
"nausea, loss of appetite, abdominal pain",Appendicitis (Early),warm compress; ginger tea,ceftriaxone,Seek emergency care; surgery is usually required.
"gas, bloating, mucus in stool, cramping, abdominal pain, alternating diarrhea and constipation",Irritable Bowel Syndrome,yoga; peppermint oil capsules,dicyclomine,Follow a low-FODMAP diet and manage stress.
"burning urination, urgency, lower back pain, pelvic pain, frequent urination, cloudy urine",Urinary Tract Infection,drinking water,nitrofurantoin,Drink plenty of water and urinate frequently to flush bacteria.
"pressure behind eyes, facial pain, reduced smell",Sinusitis,steam inhalation; warm compress,amoxicillin,Use a humidifier and stay hydrated to thin mucus.
"watery diarrhea, low-grade fever, dehydration, vomiting",Gastroenteritis,ginger tea; oral rehydration,bismuth subsalicylate,Hydrate continuously and gradually reintroduce bland foods.
"itching, swollen eyelids, red eyes",Conjunctivitis (Pink Eye),saline eye rinse; warm compress,polymyxin/trimethoprim eye drops,Avoid touching eyes and wash hands frequently.
"fatigue, chest tightness, wheezing",Bronchitis (Acute),thyme tea,dextromethorphan,Avoid smoking and rest your voice while staying hydrated.
"nausea, blurred vision, sensitivity to light",Migraine,cold compress; rest in a dark room,ibuprofen,Rest in a dark quiet room and track food or stress triggers.
"pain near navel, low-grade fever, nausea, vomiting, abdominal pain",Appendicitis (Early),ginger tea; warm compress,acetaminophen,Seek emergency care; surgery is usually required.
"low-grade fever, vomiting, nausea, loss of appetite, abdominal pain, pain near navel",Appendicitis (Early),warm compress,acetaminophen,Seek emergency care; surgery is usually required.
"gritty feeling, red eyes, swollen eyelids, discharge",Conjunctivitis (Pink Eye),saline eye rinse; warm compress,polymyxin/trimethoprim eye drops,Avoid touching eyes and wash hands frequently.
"nail pitting, scaly patches, red plaques, itchy skin",Psoriasis Flare,omega‑3 fish oil; aloe vera gel,vitamin D analog,Keep skin moisturized and avoid triggers like stress or smoking.
"vomiting, sensitivity to light, throbbing headache, blurred vision, nausea, aura",Migraine,cold compress,sumatriptan,Rest in a dark quiet room and track food or stress triggers.
"slow healing wounds, fatigue, frequent urination, blurred vision, increased thirst, tingling feet",Type 2 Diabetes,cinnamon; brisk walking,metformin,"Monitor blood sugar, follow a balanced diet, and exercise regularly."
"knee pain, stiffness, creaking joints, pain worse after activity",Osteoarthritis Knee,glucosamine,diclofenac gel,Engage in low-impact exercise and maintain a healthy weight.
"vomiting, low-grade fever, dehydration, stomach cramps",Gastroenteritis,clear broths,oral rehydration salts,Hydrate continuously and gradually reintroduce bland foods.
"tingling, shooting leg pain, numbness, lower back pain, pain radiates below knee",Sciatica,yoga stretches,gabapentin,Do regular stretching and avoid prolonged sitting.
"weakness, nausea, heavy sweating, headache, dizziness, rapid pulse",Heat Exhaustion,cool fluids; rest in shade,IV fluids,Move to a cool area and sip water or an electrolyte drink.
"swollen lymph nodes, fever, headache, white patches, painful swallowing",Strep Throat,honey lemon tea,penicillin,Finish antibiotics and replace your toothbrush after recovery.
"lower back pain, shooting leg pain, weakness, numbness",Sciatica,yoga stretches; turmeric milk,gabapentin,Do regular stretching and avoid prolonged sitting.
"rough skin, dry patches, itchy skin, red rash, inflammation, small bumps",Eczema Flare,oatmeal bath; coconut oil,cetirizine,Moisturize daily and avoid harsh soaps or detergents.
"anxiety, chest tightness, wheezing, rapid breathing, shortness of breath, coughing",Asthma Exacerbation,breathing exercises,budesonide inhaler,Use inhaler as prescribed and avoid known triggers.
"inflammation, red rash, dry patches",Eczema Flare,oatmeal bath; coconut oil,hydrocortisone cream,Moisturize daily and avoid harsh soaps or detergents.
"runny nose, sore throat, mild cough",Common Cold,steam inhalation,acetaminophen,Use a humidifier and keep the head elevated while sleeping.
"stomach cramps, dehydration, low-grade fever, nausea, vomiting, watery diarrhea",Gastroenteritis,oral rehydration,oral rehydration salts,Hydrate continuously and gradually reintroduce bland foods.
"increased appetite, tremor, palpitations, weight loss",Hyperthyroidism,avoid caffeine,methimazole,Get regular thyroid tests and avoid excess iodine-rich food.
"watery eyes, nasal congestion, runny nose, post-nasal drip, itchy eyes, sneezing",Seasonal Allergy,local honey,loratadine,Avoid pollen exposure and keep windows closed during high pollen counts.
"lower back pain, weakness, shooting leg pain, pain radiates below knee, tingling, numbness",Sciatica,cold and heat therapy,naproxen,Do regular stretching and avoid prolonged sitting.
"dry skin, constipation, fatigue, cold intolerance, slow heart rate, weight gain",Hypothyroidism,iodine-rich foods; selenium (Brazil nuts),levothyroxine,Take medication on an empty stomach and schedule regular thyroid tests.
"sneezing, watery eyes, itchy eyes, nasal congestion, runny nose",Seasonal Allergy,saline nasal rinse,loratadine,Avoid pollen exposure and keep windows closed during high pollen counts.
"runny nose, sneezing, low-grade fever",Common Cold,steam inhalation; honey lemon tea,ibuprofen,Use a humidifier and keep the head elevated while sleeping.
"fever, fatigue, shortness of breath, chest pain on breathing, cough with phlegm, chills",Pneumonia (Mild),turmeric milk; warm fluids,amoxicillin,Complete antibiotics and practice deep breathing exercises.
"sour taste, hoarseness, chest discomfort",Gastroesophageal Reflux Disease (GERD),chewing gum,omeprazole,Avoid large meals and do not lie down immediately after eating.
"shortness of breath, blurry vision, fatigue, nosebleeds, dizziness",Hypertension,hibiscus tea,lisinopril,"Reduce salt intake, stay active, and monitor blood pressure."
"inflammation, dry patches, rough skin",Eczema Flare,coconut oil,cetirizine,Moisturize daily and avoid harsh soaps or detergents.
"coughing, wheezing, anxiety, shortness of breath, rapid breathing, chest tightness",Asthma Exacerbation,breathing exercises,budesonide inhaler,Use inhaler as prescribed and avoid known triggers.
"frequent urination, pelvic pain, burning urination, lower back pain, urgency, cloudy urine",Urinary Tract Infection,cranberry juice,nitrofurantoin,Drink plenty of water and urinate frequently to flush bacteria.
"itching, tearing, discharge",Conjunctivitis (Pink Eye),warm compress; saline eye rinse,artificial tears,Avoid touching eyes and wash hands frequently.
"abdominal cramps, vomiting, diarrhea, nausea, fatigue, fever",Food Poisoning,plain yogurt; ginger tea,oral rehydration salts,"Rest, rehydrate, and introduce a bland diet like BRAT slowly."
"increased thirst, fatigue, tingling feet, blurred vision, slow healing wounds",Type 2 Diabetes,brisk walking; cinnamon,metformin,"Monitor blood sugar, follow a balanced diet, and exercise regularly."
"fever, nausea, abdominal cramps, diarrhea, fatigue",Food Poisoning,ginger tea,oral rehydration salts,"Rest, rehydrate, and introduce a bland diet like BRAT slowly."
"small bumps, inflammation, red rash, itchy skin",Eczema Flare,oatmeal bath; coconut oil,cetirizine,Moisturize daily and avoid harsh soaps or detergents.
"dizziness, rapid heartbeat, pale skin, shortness of breath",Anemia (Iron Deficiency),spinach smoothie; blackstrap molasses,ferrous sulfate,Increase dietary iron and take supplements as directed.
"dizziness, rapid pulse, nausea",Heat Exhaustion,rest in shade,IV fluids,Move to a cool area and sip water or an electrolyte drink.
"tight neck, mild light sensitivity, scalp tenderness, dull head pain",Tension Headache,warm compress,naproxen,Manage stress and maintain good posture with regular breaks.
"burning urination, urgency, pelvic pain, frequent urination",Urinary Tract Infection,drinking water; cranberry juice,trimethoprim‑sulfamethoxazole,Drink plenty of water and urinate frequently to flush bacteria.
"runny nose, itchy eyes, nasal congestion, sneezing, post-nasal drip",Seasonal Allergy,nettle tea; saline nasal rinse,cetirizine,Avoid pollen exposure and keep windows closed during high pollen counts.
"low-grade fever, dehydration, stomach cramps, watery diarrhea",Gastroenteritis,oral rehydration,bismuth subsalicylate,Hydrate continuously and gradually reintroduce bland foods.
"inflammation, red rash, rough skin",Eczema Flare,oatmeal bath; coconut oil,hydrocortisone cream,Moisturize daily and avoid harsh soaps or detergents.
"fever, body aches, fatigue, loss of smell",COVID‑19 (Mild),steam inhalation; warm fluids,acetaminophen,"Isolate, monitor symptoms, and stay hydrated."
"belching, mild heartburn, nausea, early fullness",Indigestion,warm water with lemon,simethicone,Eat smaller meals and avoid spicy or fatty foods.
"fever, swollen lymph nodes, headache, sore throat, white patches, painful swallowing",Strep Throat,saltwater gargle,amoxicillin,Finish antibiotics and replace your toothbrush after recovery.
"chills, high fever, body aches, fatigue, headache, dry cough",Influenza,chicken soup; elderberry syrup,oseltamivir,"Stay home, rest, and hydrate well. Begin antiviral treatment within 48 hours if prescribed."
"nasal congestion, sneezing, post-nasal drip, runny nose",Seasonal Allergy,saline nasal rinse; nettle tea,loratadine,Avoid pollen exposure and keep windows closed during high pollen counts.
"stiffness, lower back pain, muscle spasms, pain worse with bending, limited range of motion",Back Strain,heat therapy,ibuprofen,Practice proper lifting techniques and perform core-strengthening exercises.
"nausea, stomach cramps, watery diarrhea",Gastroenteritis,oral rehydration,oral rehydration salts,Hydrate continuously and gradually reintroduce bland foods.
"vomiting, severe flank pain, hematuria, sweating",Kidney Stones,basil tea,tamsulosin,Drink plenty of water and strain urine to collect stones if possible.
"vomiting, nausea, bloating, indigestion, burning stomach pain, heartburn",Peptic Ulcer,cabbage juice,omeprazole,Avoid NSAIDs and eat at regular intervals.
"bloating, cramping, mucus in stool, gas, alternating diarrhea and constipation",Irritable Bowel Syndrome,peppermint oil capsules; soluble fiber,dicyclomine,Follow a low-FODMAP diet and manage stress.
"slow heart rate, weight gain, dry skin, constipation, fatigue, cold intolerance",Hypothyroidism,iodine-rich foods; selenium (Brazil nuts),levothyroxine,Take medication on an empty stomach and schedule regular thyroid tests.
"weakness, pain radiates below knee, lower back pain, tingling, shooting leg pain",Sciatica,yoga stretches; turmeric milk,naproxen,Do regular stretching and avoid prolonged sitting.
"sneezing, watery eyes, post-nasal drip, runny nose, itchy eyes",Seasonal Allergy,local honey,loratadine,Avoid pollen exposure and keep windows closed during high pollen counts.
"chest pain on breathing, fatigue, fever, cough with phlegm, chills",Pneumonia (Mild),warm fluids; turmeric milk,azithromycin,Complete antibiotics and practice deep breathing exercises.
"muscle spasms, limited range of motion, lower back pain, stiffness, pain worse with bending",Back Strain,Epsom salt bath; heat therapy,ibuprofen,Practice proper lifting techniques and perform core-strengthening exercises.
